title,movie_id,tags
Terminator Genisys,87101,"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever. ScienceFiction Action Thriller Adventure savingtheworld artificialintelligence cyborg killerrobot future timetravel dystopia sequel fiction duringcreditsstinger 3d ArnoldSchwarzenegger JasonClarke EmiliaClarke AlanTaylor"
Transformers,1858,"Young teenager, Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it. Adventure ScienceFiction Action destroy transformation alien basedontoy transformers robot duringcreditsstinger teenagehero ShiaLaBeouf JoshDuhamel MeganFox MichaelBay"
Harry Potter and the Order of the Phoenix,675,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students – dubbed 'Dumbledore's Army' – to defend themselves against the dark arts. Adventure Fantasy Family Mystery prophecy witch lossoflover magic cuttingthecord childhero dyinganddeath broom sorcerer'sapprentice schoolofwitchcraft blackmagic deathofafriend sorcery occultism DanielRadcliffe RupertGrint EmmaWatson DavidYates"
Harry Potter and the Goblet of Fire,674,"Harry starts his fourth year at Hogwarts, competes in the treacherous Triwizard Tournament and faces the evil Lord Voldemort. Ron and Hermione help Harry manage the pressure – but Voldemort lurks, awaiting his chance to destroy Harry and all that he stands for. Adventure Fantasy Family magic dyinganddeath broom sorcerer'sapprentice schoolofwitchcraft chosenone blackmagic boardingschool vision tournament teenager wizard teenagehero basedonyoungadultnovel DanielRadcliffe RupertGrint EmmaWatson MikeNewell"
Hancock,8960,"Hancock is a down-and-out superhero who's forced to employ a PR expert to help repair his image when the public grows weary of all the damage he's inflicted during his lifesaving heroics. The agent's idea of imprisoning the antihero to make the world miss him proves successful, but will Hancock stick to his new sense of purpose or slip back into old habits? Fantasy Action flying alcohol loveofone'slife forbiddenlove lovers affection advertisingexpert alcoholism invulnerability superhero pokies duringcreditsstinger WillSmith CharlizeTheron JasonBateman PeterBerg"
I Am Legend,6479,"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone. Drama Horror Action Thriller ScienceFiction savingtheworld lostcivilisation post-apocalyptic dystopia matteroflifeanddeath alone helplessness virus pandemic WillSmith AliceBraga CharlieTahan FrancisLawrence"
Charlie and the Chocolate Factory,118,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker. Adventure Comedy Family Fantasy londonengland fathersonrelationship chocolate factoryworker basedonnovel parentskidsrelationship candy overweightchild grandfathergrandsonrelationship teacher JohnnyDepp FreddieHighmore DavidKelly TimBurton"
Ratatouille,2062,"A rat named Remy dreams of becoming a great French chef despite his family's wishes and the obvious problem of being a rat in a decidedly rodent-phobic profession. When fate places Remy in the sewers of Paris, he finds himself ideally situated beneath a restaurant made famous by his culinary hero, Auguste Gusteau. Despite the apparent dangers of being an unlikely - and certainly unwanted - visitor in the kitchen of a fine French restaurant, Remy's passion for cooking soon sets into motion a hilarious and exciting rat race that turns the culinary world of Paris upside down. Animation Comedy Family Fantasy paris brotherbrotherrelationship expensiverestaurant river cook mouse confidence roof window leavingone'sfamily work restaurantcritic kitchen spice court cookbook family chef rat PattonOswalt IanHolm LouRomano JanPinkava BradBird"
Batman Begins,272,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City. Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman. Action Crime Drama himalaya martialarts dccomics crimefighter secretidentity undercover hero lossoffather society gothamcity vigilante superhero basedoncomicbook rivalry tragichero ninja goodvsevil crime superpowers hauntedbythepast evildoctor escapade mastervillain fightingcrime unfulfillment loveandromance unfulfilledlove ChristianBale MichaelCaine LiamNeeson ChristopherNolan"
Madagascar: Escape 2 Africa,10527,"Alex, Marty, Melman, Gloria, King Julien, Maurice, the penguins and the chimps are back and still marooned on Madagascar. In the face of this obstacle, the New Yorkers have hatched a plan so crazy it just might work. With military precision, the penguins have repaired an old crashed plane... sort of. Family Animation africa jealousy dance hunger lion zoo hippopotamus chimp penguin volcano madagascar airplane zebra sequel shark imax duringcreditsstinger BenStiller JadaPinkettSmith DavidSchwimmer EricDarnell TomMcGrath"
Night at the Museum: Battle of the Smithsonian,18360,"Hapless museum night watchman Larry Daley must help his living, breathing exhibit friends out of a pickle now that they've been transferred to the archives at the Smithsonian Institution. Larry's (mis)adventures this time include close encounters with Amelia Earhart, Abe Lincoln and Ivan the Terrible. Adventure Fantasy Action Comedy Family museum theodoreroosevelt duringcreditsstinger ameliaearhart smithsonian BenStiller AmyAdams OwenWilson ShawnLevy"
X-Men Origins: Wolverine,2080,"After seeking to live a normal life, Logan sets out to avenge the death of his girlfriend by undergoing the mutant Weapon X program and becoming Wolverine. Adventure Action Thriller ScienceFiction corruption mutant boxer army marvelcomic superhero aftercreditsstinger duringcreditsstinger HughJackman LievSchreiber DannyHuston GavinHood"
Frozen,109445,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means. Animation Adventure Family queen musical princess betrayal snowman animation reindeer curse snow troll mountainclimber aftercreditsstinger womandirector 3d KristenBell IdinaMenzel JonathanGroff ChrisBuck JenniferLee"
Thor: The Dark World,76338,"Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all. Action Adventure Fantasy marvelcomic superhero basedoncomicbook hostiletakeover norsemythology aftercreditsstinger duringcreditsstinger marvelcinematicuniverse 3d asgard ChrisHemsworth NataliePortman TomHiddleston AlanTaylor"
Mad Max: Fury Road,76341,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order. There's Max, a man of action and a man of few words, who seeks peace of mind following the loss of his wife and child in the aftermath of the chaos. And Furiosa, a woman of action and a woman who believes her path to survival may be achieved if she can make it across the desert back to her childhood homeland. Action Adventure ScienceFiction Thriller future chase post-apocalyptic dystopia australia rescue survival ontherun convoy peakoil darkfuture TomHardy CharlizeTheron NicholasHoult GeorgeMiller"
Thor,10195,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth. Adventure Fantasy Action newmexico banishment shield marvelcomic hammer superhero basedoncomicbook redemption norsemythology aftercreditsstinger marvelcinematicuniverse 3d asgard odin heimdall ChrisHemsworth NataliePortman TomHiddleston KennethBranagh"
Bolt,13053,"Bolt is the star of the biggest show in Hollywood. The only problem is, he thinks it's real. After he's accidentally shipped to New York City and separated from Penny, his beloved co-star and owner, Bolt must harness all his ""super powers"" to find a way home. Animation Family Adventure Comedy hamster kidsandfamily animal catvsdog duringcreditsstinger dogcatfriendship animallead girldogrelationship JohnTravolta MileyCyrus SusieEssman ChrisWilliams ByronHoward"
G-Force,19585,"A team of trained secret agent animals, guinea pigs Darwin, Juarez, Blaster, mole Speckles, and fly Mooch takes on a mission for the US government to stop evil Leonard Saber, who plans to destroy the world with household appliances. But the government shuts them down and they are sentenced to a pet shop. Can they escape to defeat the villain and save the world? Fantasy Action Adventure Family Comedy dyr duringcreditsstinger SamRockwell PenélopeCruz TracyMorgan HoytYeatman"
Wrath of the Titans,57165,"A decade after his heroic defeat of the monstrous Kraken, Perseus-the demigod son of Zeus-is attempting to live a quieter life as a village fisherman and the sole parent to his 10-year old son, Helius. Meanwhile, a struggle for supremacy rages between the gods and the Titans. Dangerously weakened by humanity's lack of devotion, the gods are losing control of the imprisoned Titans and their ferocious leader, Kronos, father of the long-ruling brothers Zeus, Hades and Poseidon. Adventure underworld hades mythology greekmythology zeus perseus gods ancientgreece basedongreekmyth ares 3d SamWorthington LiamNeeson RalphFiennes JonathanLiebesman"
Dark Shadows,62213,Vampire Barnabas Collins is inadvertently freed from his tomb and emerges into the very changed world of 1972. He returns to Collinwood Manor to find that his once-grand estate and family have fallen into ruin. Comedy Fantasy witch imprisonment vampire curse fishoutofwater chains gothic madness oldhouse lostlove angrymob 18thcentury ghost hiddenroom oldmansion JohnnyDepp MichellePfeiffer HelenaBonhamCarter TimBurton
Mission: Impossible - Rogue Nation,177677,"Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF. Action Adventure Thriller londonengland spy austria villain sequel mission conspiracy viennaopera vienna TomCruise RebeccaFerguson SimonPegg ChristopherMcQuarrie"
The Wolfman,7978,"Lawrence Talbot, an American man on a visit to Victorian London to make amends with his estranged father, gets bitten by a werewolf and, after a moonlight transformation, leaves him with a savage hunger for flesh. Drama Horror Thriller fathersonrelationship victorianengland remake ruralsetting werewolf BeniciodelToro AnthonyHopkins EmilyBlunt JoeJohnston"
Bee Movie,5559,"Barry B. Benson, a bee who has just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship blossoms, he discovers humans actually eat honey, and subsequently decides to sue us. Family Animation Adventure Comedy factoryworker tennis flower florist flowershop pilot college airplane beehive court aftercreditsstinger JerrySeinfeld RenéeZellweger JimCummings SteveHickner SimonJ.Smith"
Kung Fu Panda 2,49444,"Po is now living his dream as The Dragon Warrior, protecting the Valley of Peace alongside his friends and fellow kung fu masters, The Furious Five - Tigress, Crane, Mantis, Viper and Monkey. But Po’s new life of awesomeness is threatened by the emergence of a formidable villain, who plans to use a secret, unstoppable weapon to conquer China and destroy kung fu. It is up to Po and The Furious Five to journey across China to face this threat and vanquish it. But how can Po stop a weapon that can stop kung fu? He must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed. Animation Family martialarts hope fleet panda mission womandirector JackBlack AngelinaJolie DustinHoffman JenniferYuhNelson"
The Last Airbender,10196,"The story follows the adventures of Aang, a young successor to a long line of Avatars, who must put his childhood ways aside and stop the Fire Nation from enslaving the Water, Earth and Air nations. Action Adventure Family Fantasy fire ice warship prince kingdom water village arrest remake attack avatar air spirit world domination cheering NoahRinger NicolaPeltz JacksonRathbone M.NightShyamalan"
Mission: Impossible III,956,"Retired from active duty to train new IMF agents, Ethan Hunt is called back into action to confront sadistic arms dealer, Owen Davian. Hunt must try to protect his girlfriend while working with his new team to complete the mission. Adventure Action Thriller berlin cia vatican whitehouse secretidentity secret explosive mobilephone map traitor mask honeymoon shanghai pretendedmurder secretmission letter funeral coveredinvestigation toshootdead secretagent video stamp harddrive e-mail decipherment suitcase computer revenge murder mission hospital duel disguise celebration goodandbad researchlaboratory blast TomCruise PhilipSeymourHoffman VingRhames J.J.Abrams"
Mars Needs Moms,50321,"When Martians suddenly abduct his mom, mischievous Milo rushes to the rescue and discovers why all moms are so special. Adventure Animation Family boy alien rescue martian alienabduction alieninvasion basedonchildren'sbook duringcreditsstinger SethGreen JoanCusack DanFogler SimonWells"
Flushed Away,11619,"London high-society mouse, Roddy is flushed down the toilet by Sid, a common sewer rat. Hang on for a madcap adventure deep in the sewer bowels of Ratropolis, where Roddy meets the resourceful Rita, the rodent-hating Toad and his faithful thugs, Spike and Whitey. Adventure Animation Comedy Family londonengland underworld return ship frog girlfriend rubin HughJackman KateWinslet IanMcKellen DavidBowers SamFell"
Die Another Day,36669,"Bond takes on a North Korean leader who undergoes DNA replacement procedures that allow him to assume different identities. American agent, Jinx Johnson assists Bond in his attempt to thwart the villain's plans to exploit a satellite that is powered by solar energy. Adventure Action Thriller laser britishsecretservice secretserviceagent spacebasedweapon PierceBrosnan HalleBerry RosamundPike LeeTamahori"
Ghostbusters,43074,"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat. Action Fantasy Comedy femalefriendship ghosthunting reboot ghost MelissaMcCarthy KristenWiig KateMcKinnon PaulFeig"
Men in Black II,608,"Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIB's untarnished mission statement – protecting Earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. Now it's a race against the clock as Jay must convince Kay – who not only has absolutely no memory of his time spent with the MIB, but is also the only living person left with the expertise to save the galaxy – to reunite with the MIB before the earth submits to ultimate destruction. Action Adventure Comedy ScienceFiction savingtheworld secretidentity sunglasses undercover spacemarine illegalimmigration deportation newidentity flyingsaucer light firearm alien fictionalgovernmentagency TommyLeeJones WillSmith RipTorn BarrySonnenfeld"
Beowulf,2310,"6th-century Scandinavian warrior, Beowulf embarks on a mission to slay the manlike ogre Grendel, a descendant of Cain. Adventure Action Animation denmark nordicmythology lie prideandvanity folkhero humanweakness viking alienation festivalhall sin royalty curse battle ancientworld adultanimation motioncapture RayWinstone AngelinaJolie AnthonyHopkins RobertZemeckis"
Kung Fu Panda 3,140300,"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home. Action Adventure Animation Comedy Family china martialarts kungfu village panda sequel talkinganimal anthropomorphism dragon ancientchina wuxia womandirector JackBlack BryanCranston DustinHoffman JenniferYuhNelson AlessandroCarloni"
Mission: Impossible - Ghost Protocol,56292,"In the 4th installment of the Mission Impossible series, Ethan Hunt (Cruise) and his team are racing against time to track down a dangerous terrorist named Hendricks (Nyqvist), who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster. Action Thriller Adventure fight sequel mission explosion brokenarm imax nuclearthreat TomCruise JeremyRenner SimonPegg BradBird"
Rise of the Guardians,81188,"When an evil spirit known as Pitch lays down the gauntlet to take over the world, the immortal Guardians must join forces for the first time to protect the hopes, beliefs and imagination of children all over the world. Fantasy Animation Family dream santaclaus nightmare easterbunny toothfairy jackfrost sandman duringcreditsstinger ChrisPine AlecBaldwin JudeLaw PeterRamsey"
Fun with Dick and Jane,7552,"After Dick Harper loses his job at Globodyne in an Enron-esque collapse, he and his wife, Jane, turn to crime in order to handle the massive debt they now face. Two intelligent people, Dick and Jane actually get pretty good at robbing people and even enjoy it -- but they have second thoughts when they're reminded that crime can hurt innocent people. When the couple hears that Globodyne boss Jack McCallister actually swindled the company, they plot revenge. Comedy basedonnovel desperation robber hold-uprobbery remake suburbia lossofjob humiliation unemployment bankruptcy travelagent richestorags bearerbonds comeuppance JimCarrey TéaLeoni AlecBaldwin DeanParisot"
Exodus: Gods and Kings,147441,"The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues. Adventure Drama Action moses bible ancientegypt 3d ramses ChristianBale JoelEdgerton JohnTurturro RidleyScott"
Spider-Man,557,"After being bitten by a genetically altered spider, nerdy high school student Peter Parker is endowed with amazing powers. Fantasy Action lossoflover spider thanksgiving badboss hostility marvelcomic superhero pokies evil referencetosuperman goblin TobeyMaguire WillemDafoe KirstenDunst SamRaimi"
How to Train Your Dragon 2,82702,"The thrilling second chapter of the epic How To Train Your Dragon trilogy brings back the fantastical world of Hiccup and Toothless five years later. While Astrid, Snotlout and the rest of the gang are challenging each other to dragon races (the island's new favorite contact sport), the now inseparable pair journey through the skies, charting unmapped territories and exploring new worlds. When one of their adventures leads to the discovery of a secret ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace. Fantasy Action Adventure Animation Comedy Family fathersonrelationship wifehusbandrelationship sacrifice viking sequel rescue dragon mothersonrelationship deathofhusband warrior 3d JayBaruchel GerardButler KristenWiig DeanDeBlois"
Watchmen,13183,"In a gritty and alternate 1985 the glory days of costumed vigilantes have been brought to a close by a government crackdown, but after one of the masked veterans is brutally murdered an investigation into the killer is initiated. The reunited heroes set out to prevent their own destruction, but in doing so uncover a sinister plot that puts all of humanity in grave danger. Action Mystery ScienceFiction dccomics secretidentity massmurder retirement basedoncomicbook conspiracy nuclearwar doomsday soviet maskedvigilante doomsdayclock redsquare deathofsuperhero americanpresident 1980s MalinÅkerman BillyCrudup CarlaGugino ZackSnyder"
Captain America: The First Avenger,1771,"Predominantly set during World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination. Action Adventure ScienceFiction newyork usa worldwarii nazis marvelcomic superhero basedoncomicbook nazigermany perioddrama brooklynnewyorkcity captainamerica aftercreditsstinger marvelcinematicuniverse 3d ChrisEvans HugoWeaving TommyLeeJones JoeJohnston"
The World Is Not Enough,36643,"Greed, revenge, world dominance and high-tech terrorism – it's all in a day's work for Bond, who's on a mission to a protect beautiful oil heiress from a notorious terrorist. In a race against time that culminates in a dramatic submarine showdown, Bond works to defuse the international power struggle that has the world's oil supply hanging in the balance. Adventure Action Thriller british mission oil heiress bilbaospain britishsecretservice PierceBrosnan SophieMarceau RobertCarlyle MichaelApted"
Master and Commander: The Far Side of the World,8619,"After an abrupt and violent encounter with a French warship inflicts severe damage upon his ship, a captain of the British Royal Navy begins a chase over two oceans to capture or destroy the enemy, though he must weigh his commitment to duty and ferocious pursuit of glory against the safety of his devoted crew, including the ship's thoughtful surgeon, his best friend. Adventure naturalist frigate selfsurgery seabattle weevil RussellCrowe PaulBettany JamesD'Arcy PeterWeir"
Happy Feet Two,65759,"Mumble the penguin has a problem: his son Erik, who is reluctant to dance, encounters The Mighty Sven, a penguin who can fly! Things get worse for Mumble when the world is shaken by powerful forces, causing him to brings together the penguin nations and their allies to set things right. Animation Comedy Family penguin musical aftercreditsstinger 3d ElijahWood RobinWilliams Pink GeorgeMiller"
The BFG,267935,"The BFG is no ordinary bone-crunching giant. He is far too nice and jumbly. It's lucky for Sophie that he is. Had she been carried off in the middle of the night by the Bloodbottler, or any of the other giants—rather than the BFG—she would have soon become breakfast. When Sophie hears that the giants are flush-bunking off to England to swollomp a few nice little chiddlers, she decides she must stop them once and for all. And the BFG is going to help her! Adventure Family Fantasy londonengland england basedonnovel queen littlegirl orphan cannibal giant evilbrother RubyBarnhill MarkRylance RebeccaHall StevenSpielberg"
The Revenant,281957,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling. Western Drama Adventure Thriller fathersonrelationship rape basedonnovel mountains winter grizzlybear wilderness frontier revenge murder nativeamerican survival bear snow violence animaldeath bearattack deathofson basedontrueevents furtrapper LeonardoDiCaprio TomHardy WillPoulter AlejandroGonzálezIñárritu"
Turbo,77950,The tale of an ordinary garden snail who dreams of winning the Indy 500. Animation Family underdog carrace dream speed power snail fast friends superpower racer RyanReynolds PaulGiamatti MichaelPeña DavidSoren
Rango,44896,"When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt. Animation Comedy Family Western Adventure sheriff nevada pet rango chameleon lasvegas cactus terrarium constructionsite armadillo disillusionment JohnnyDepp IslaFisher NedBeatty GoreVerbinski"
The Bourne Ultimatum,2503,"Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stirs a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him. Action Drama Mystery Thriller paris corruption madrid assassin basedonnovel europe prosecution dangerous falseidentity revelation government weapon interpol sequel conspiracy shootout espionage motorcycle violence footchase moskow darkpast langleyvirginia flashback chaseontheroof securityleak MattDamon JuliaStiles DavidStrathairn PaulGreengrass"
Kung Fu Panda,9502,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try. Adventure Animation Family Comedy china martialarts kungfu mentor snake restaurant shop strongwoman bravery tiger turtle panda sensei anthropomorphism fighting ancientchina monkey master destiny evil aftercreditsstinger monkeywarrior noodle JackBlack DustinHoffman AngelinaJolie MarkOsborne JohnStevenson"
Ant-Man,102899,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world. ScienceFiction Action Adventure marvelcomic superhero basedoncomicbook aftercreditsstinger duringcreditsstinger marvelcinematicuniverse 3d PaulRudd MichaelDouglas EvangelineLilly PeytonReed"
The Hunger Games: Catching Fire,101299,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever. Adventure Action ScienceFiction competition basedonnovel mentor secret factory television propaganda future dystopia alliance games president uprising sequel murder survival conspiracy rebellion blood femaleprotagonist tournament explosion danger imax winner basedonyoungadultnovel JenniferLawrence JoshHutcherson LiamHemsworth FrancisLawrence"
Home,228161,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime. Fantasy Comedy Animation ScienceFiction Family friendship spaceship space alien alieninvasion alienfriendship awfulleader takingresposibility JimParsons Rihanna SteveMartin TimJohnson"
Salt,27576,"As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a defector accuses her of being a Russian spy. Salt goes on the run, using all her skills and years of experience as a covert operative to elude capture. Salt's efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?"" Action Mystery Thriller assassination spy cia kidnapping coldwar sovietunion doubleagent raceagainsttime revenge ontherun shootout espionage femaleprotagonist hitwoman terrorism violence russianspy intelligenceofficer actionheroine AngelinaJolie LievSchreiber ChiwetelEjiofor PhillipNoyce"
Noah,86834,A man who suffers visions of an apocalyptic deluge takes measures to protect his family from the coming flood. Drama Adventure bible god noah 3d RussellCrowe JenniferConnelly EmmaWatson DarrenAronofsky
The Adventures of Tintin,17578,"Intrepid young reporter, Tintin and his loyal dog, Snowy are thrust into a world of high adventure when they discover a ship carrying an explosive secret. As Tintin is drawn into a centuries-old mystery, Ivan Ivanovitch Sakharine suspects him of stealing a priceless treasure. Tintin and Snowy, with the help of salty, cantankerous Captain Haddock and bumbling detectives, Thompson &amp; Thomson, travel half the world, one step ahead of their enemies as Tintin endeavors to find The Unicorn, a sunken ship that may hold a vast fortune, but also an ancient curse. Adventure Animation Mystery riddle captain treasure liquor treasurehunt sunkentreasure plot reporter 3d action JamieBell AndySerkis DanielCraig StevenSpielberg"
Megamind,38055,"Bumbling supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life. Animation Action Comedy Family ScienceFiction savingtheworld date prison secretidentity fish gun dna mayor antihero rain museum one-sidedlove serum talkinganimal reporter duringcreditsstinger strongervillain WillFerrell BradPitt TinaFey TomMcGrath"
Harry Potter and the Philosopher's Stone,671,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame. Adventure Fantasy Family witch christmasparty magic cuttingthecord halloween childhero broom chosenone frog fantasyworld basedonyoungadultnovel DanielRadcliffe RupertGrint EmmaWatson ChrisColumbus"
R.I.P.D.,49524,A recently slain cop joins a team of undead police officers working for the Rest in Peace Department and tries to find the man who murdered him. Based on the comic by Peter M. Lenkov. Fantasy Action Comedy Crime gold policeoperation partner revenge undead ghost policedepartment JeffBridges RyanReynolds KevinBacon RobertSchwentke
Pirates of the Caribbean: The Curse of the Black Pearl,22,"Jack Sparrow, a freewheeling 17th-century pirate who roams the Caribbean Sea, butts heads with a rival pirate bent on pillaging the village of Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her. But their seafaring mission is hardly simple. Adventure Fantasy Action exoticisland blacksmith eastindiatradingcompany gold marriageproposal mutiny jamaica skeleton daughter governor woodeneye goldcoin pirate alcoholic swashbuckler caribbean aftercreditsstinger pirateship capuchinmonkey tortuga JohnnyDepp GeoffreyRush OrlandoBloom GoreVerbinski"
The Hunger Games: Mockingjay - Part 1,131631,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol. ScienceFiction Adventure Thriller resistance post-apocalyptic dystopia war sequel femaleprotagonist bowandarrow game futurewar revolt classprejudice humansubjugation basedonyoungadultnovel JenniferLawrence JoshHutcherson LiamHemsworth FrancisLawrence
The Da Vinci Code,591,"When the curator of the Louvre is found murdered in the famed museum's hallowed halls, Harvard professor, Robert Langdon and cryptographer, Sophie Neve must untangle a deadly web of deceit involving the works of Leonardo da Vinci. Thriller Mystery paris holygrail christianity monk basedonnovel zurich secretsociety louvre curator symbologist opusdei heresy monalisa freemason conspiracy pentagram tomb catholicism cryptologist iconography albino sect TomHanks AudreyTautou IanMcKellen RonHoward"
Rio 2,172385,"It's a jungle out there for Blu, Jewel and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel, and meets the most fearsome adversary of all: his father-in-law. Animation Adventure Comedy Family bird sequel jungle audition amazonrainforest parrots JesseEisenberg AnneHathaway LeslieMann CarlosSaldanha"
Fast Five,51497,"Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom. Action Thriller Crime brazil fbi freedom escapefromprison carcrash heist organizedcrime ontherun money fugitive policechase escapedconvict car imax automobileracing duringcreditsstinger VinDiesel PaulWalker JordanaBrewster JustinLin"
Sherlock Holmes: A Game of Shadows,58574,"There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the detective. Adventure Action Crime Mystery detectiveinspector steampunk criminalmastermind RobertDowneyJr. JudeLaw JaredHarris GuyRitchie"
